Incident,Location,Reported,Occurred,Comments / Nature of Fire,Disposition,UCPDI#,lat,long,geometry,reported_date
Battery,"6300 S. University, Chicago, IL",11/30/23 2:23 PM,11/28/23 1:35 PM,Student battered by another student / Suspect was arrested on 12/1/23,Arrest,23-01176,41.78045407997172,-87.59732203570559,,2023-11-30
Information / Theft from Motor Vehicle,"5480 S. Cornell, Chicago, IL",12/1/23 11:59 AM,12/1/23 9:40 AM to 11:15 AM,Unknown person smashed window in car parked on the street off-campus and took property / Referred to CPD,Referred,2023-042827,41.79574796690156,-87.585501474765465,,2023-12-01
Battery,"6300 S. University, Chicago, IL",12/1/23 2:43 PM,12/1/23 2:43 PM,Three students involved in a fight / School administration to handle discipline,Ex. Cleared,23-01180,41.78045407997172,-87.59732203570559,,2023-12-01
Information / Motor Vehicle Theft,"1150 E. 55th St., Chicago, IL",12/2/23 11:58 AM,12/2/23 11:30 AM,Food delivery driver left vehicle unlocked with engine running / Car taken by unknown suspect(s) / Referred to CPD,Referred,2023-042971,41.795106637225786,-87.59802295951897,,2023-12-02
Theft from Motor Vehicle,"5500 S. University, Chicago, IL",12/2/23 5:42 PM,11/26/23 to 11/27/23 11:00 PM to11:00 PM,Catalytic converter taken from vehicle parked on the street,Open,23-01186,41.79501825290709,-87.59819830175002,,2023-12-02
Information / Armed Robbery,"1262 E. 46th St., Chicago, IL",12/3/23 1:15 AM,12/3/23 1:10 AM,"Three unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case",CPD,2023-043061,41.81101295449662,-87.59545412985312,,2023-12-03
Information / Armed Robbery,"5300 S. Harper, Chicago, IL",12/3/23 2:28 AM,12/3/23 1:35 AM,"An unknown suspect, armed  with a handgun, demanded and took property from a person on the street off-campus / Suspect fled in a waiting vehicle / CPD case JG526621",CPD,2023-043070,41.7991466880427,-87.58915851924507,,2023-12-03
Domestic Battery,"6030 S. Harper, Chicago, IL",12/3/23 9:50 AM,12/3/23 9:45 AM,Boyfriend struck girlfriend and was arrested by UCPD officers,Arrest,23-01187,41.784891068512536,-87.58822158859857,,2023-12-03
Information / Attempt Robbery,"1401 E. 56th St., Chicago, IL",12/4/23 12:05 PM,12/4/23 12:00 PM,Three unknown suspects exited a vehicle and attempted to take property from a victim walking on the sidewalk off-campus / Victim fled / Suspects fled without taking property / CPD case JG528175,CPD,2023-043221,41.79327086312543,-87.59156241999011,,2023-12-04
Theft,"5620 S. Ellis, Chicago, IL",12/4/23 2:18 PM,10/4/23 to 12/4/23 9:00 AM to 2:00 PM,2 heavy-duty storage shelves taken,Open,23-01193,41.79280520478829,-87.60141255916147,,2023-12-04
Information / Theft,"6101 S. Kenwood, Chicago, IL",12/4/23 2:49 PM,12/1/23 to 12/4/23 6:00 PM to 1:00 PM,License plate taken from vehicle parked on the street off-campus / Referred to CPD,Referred,2023-043236,41.78412716288437,-87.59304713230256,,2023-12-04
Information / Theft,"5500 S. Shore, Chicago, IL",12/5/23 10:43 AM,12/3/23 to 12/5/23 2:00 PM to 7:40 AM,Victim reported two rings taken from off-campus private apartment / Referred to CPD,Referred,2023-043346,41.79522287754912,-87.58052778134282,,2023-12-05
Battery,"5801 S. Ellis, Chicago, IL",12/5/23 1:40 PM,10/19/23 12:25 PM,Delayed report - Unknown subject grabbed sign from protester during a demonstration causing injury to victim's hand,Open,23-01199,41.789553508174265,-87.60118326456757,,2023-12-05
Theft from Motor Vehicle,"914 E. 56th St., Chicago, IL",12/5/23 3:01 PM,12/5/23 5:40 AM to 2:30 PM,Catalytic converter taken from 2013 Kia Soul parked on the street,Open,23-01201,41.79325045514969,-87.60281762078199,,2023-12-05
Battery,"5700 S. Maryland, Chicago, IL",12/5/23 5:02 PM,12/5/23 5:00 PM,"As a result of a verbal argument, one visitor struck another visitor in patient's room",Open,23-01203,41.79039920081431,-87.6050172122317,,2023-12-05
Theft,"900 E. 57th St. Knapp Center), Chicago, IL",12/6/23 11:56 AM,12/6/23 8:00 AM to 11:35 AM,Wallet was taken from victim's bookbag / Unauthorized use of credit card reported,Open,23-01206,41.79142345551048,-87.60366291896173,,2023-12-06
Information / Attempt Theft,"4947 S. Kimbark, Chicago, IL",12/7/23 9:26 AM,12/7/23 9:20 AM,An unknown suspect attempted to take worker's camera equipment from front yard of off-campus residence / Owner confronted suspect who fled without the property / Referred to CPD,Referred,2023-043619,41.80516216836884,-87.59506693616959,,2023-12-07
Theft,"821 E. 63rd St., Chicago, IL",12/7/23 12:06 PM,12/7/23 12:06 PM,Person took merchandise from an off-campus store without paying / UCPD officer located and detained the suspect / Al l merchandise returned and owner declined prosecution,Ex. Cleared,23-01211,41.78035661841608,-87.60562248273101,,2023-12-07
Assault,"1228 E. 53rd St., Chicago, IL",12/7/23 7:14 PM,12/7/23 7:05 PM,"Suspect confronted victim, swung his fist and attempted to strike victim / Suspect arrested by UCPD officer",Arrest,23-01213,41.79951602876639,-87.59614963880938,,2023-12-07
Information / Theft,"5228 S.  Lake Park, Chicago, IL",12/8/23 10:12 AM,12/8/23 10:08 AM,A known subject took merchandise from the off-campus store and fled / CPD case JG533127,CPD,2023-043786,41.80058330960611,-87.58749463922226,,2023-12-08
Theft,"5721 S. Maryland, Chicago, IL",12/8/23 8:29 PM,12/8/23 6:00 AM to 1:00 PM,"Unsecured, unattended bookbag taken from 3rd floor room",Open,23-01220,41.79028249316275,-87.60486168542639,,2023-12-08
Theft,"5530 S. Ellis, Chicago, IL",12/9/23 9:36 AM,12/8/23 6:30 AM to 7:00 PM,The front license plate was taken from a vehicle parked on the street,Open,23-01224,41.79444356299348,-87.6014480073706,,2023-12-09
Theft,"5700 S. Maryland, Chicago, IL",12/9/23 3:57 PM,12/9/23 6:50 AM to 9:40 AM,"An unattended, unsecured bag was taken from a locker room",Open,23-01226,41.79039920081431,-87.6050172122317,,2023-12-09
Theft from Motor Vehicle,"1140 E. 61st St., Chicago, IL",12/10/23 1:59 PM,12/8/23 to 12/10/23 2:00 PM to 1:55 PM,Catalytic converter taken from 2004 Acura parked on the street,Open,23-01229,41.78420594219688,-87.59755748526658,,2023-12-10
Theft,"850 E. 61st St., Chicago, IL",12/10/23 7:35 PM,12/10/23 6:20 PM,"A person was observed taking items from a package / Subject located, but did not have possession of items /  Suspect issued a trespass warning",Open,23-01230,41.78412445687599,-87.60566276117453,,2023-12-10
Motor Vehicle Theft,"1210 E. 60th St., Chicago, IL",12/12/23 6:21 PM,12/12/23 4:55 AM,A parked and secured 2022 Dodge Durango taken by unknown persons,Open,23-01232,41.78609168361305,-87.59611311149541,,2023-12-12
Theft,"5700 S. Maryland, Chicago, IL",12/12/23 7:43 PM,12/12/23 7:00 PM to 7:20 PM,A visitor fell asleep sitting in the lobby and unknown person took his cell phone from the chair / Follow-up investigation revealed that the cell phone was found and returned to the owner / No theft occurred,Unfounded,23-01233,41.79039920081431,-87.6050172122317,,2023-12-12
Information / Armed Robbery,"5141 S. Greenwood, Chicago, IL",12/12/23 9:48 PM,12/12/23 9:30 PM,"A person walking on the sidewalk off-campus was approached from the rear by an unknown suspect who struck the victim, took a cell phone and fled on foot / CPD case",CPD,2023-044398,41.80173081339092,-87.59971495398565,,2023-12-12
Information / Aggravated Robbery,"5000 S. East End, Chicago, IL",12/12/23 10:42 PM,12/12/23 10:35 PM,A person walking on the sidewalk off-campus was approached from behind by an unknown suspect who placed an object to the victim's back and took property from the victim before fleeing on foot / CPD case,CPD,2023-044410,41.80431224242267,-87.58552639933367,,2023-12-12
Theft,"1100 E. 57th St., Chicago, IL",12/13/23 7:30 PM,12/13/23 12:00 PM to 6:30 PM,"Items placed inside of secured locker taken by unknown person / Subsequent to follow up investigation, it was discovered the complainant used another locker / Items were recovered by victim / No crime occurred",Unfounded,23-01236,41.79148537051799,-87.59815254349274,,2023-12-13
Information / Theft,"5841 S. Blackstone, Chicago, IL",12/15/23 2:40 PM,12/15/23 2:35 PM,Two unknown suspects smashed window of vehicle parked on the street off-campus and took tools / Referred to CPD,Referred,2023-044719,41.78868730876627,-87.59011410511658,,2023-12-15
Information / Armed Robbery,"1526 E. 55th St., Chicago, IL",12/16/23 7:03 AM,12/16/23 6:45 AM,Victim walking in the off-campus parking lot was approached by an unknown person armed with a handgun who demanded victim's property / Suspect took victim's cell phone and wallet before fleeing on foot / CPD case JG542755,CPD,2023-044808,41.79545685940735,-87.58927652850423,,2023-12-16
Information / Theft,"1642 E. 56th St., Chicago, IL",12/16/23 3:29 PM,12/16/23 1:55 PM,"Unattended, unsecured purse taken / Referred to CPD",Referred,2023-044858,41.79346645411079,-87.58473306786408,,2023-12-16
Information / Domestic Battery,"850 E. 63rd St., Chicago, IL",12/16/23 8:12 PM,12/16/23 8:12 PM,"During a domestic argument off-campus, boyfriend struck girlfriend and drove off in girlfriend's car / CPD case",CPD,2023-044889,41.78049084255633,-87.60423327053616,,2023-12-16
Information / Theft,"1554 E. 55th St., Chicago, IL",12/18/23 4:34 PM,12/18/23 12/18/23 4:30 PM,Known subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2023-045085,41.7952934540188,-87.588744563006,,2023-12-18
Information / Theft,"1554 E. 55th St., Chicago, IL",12/19/23 8:34 AM,12/19/23 8:25 AM,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2023-045167,41.7952934540188,-87.588744563006,,2023-12-19
Information / Theft,"1554 E. 55th St., Chicago, IL",12/19/23 1:27 PM,12/19/23 1:20 PM,Known suspect took merchandise from the off-campus store without paying / Referred to CPD,Referred,2023-045198,41.7952934540188,-87.588744563006,,2023-12-19
Theft,"5535 S. Ellis, Chicago, IL",12/19/23 2:18 PM,12/1/23 to 12/4/23 5:30 PM to 9:00 AM,Laptop taken from unsecured office,Open,23-01242,41.794376448279706,-87.6012926522572,,2023-12-19
Theft,"1100 E. 57th St., Chicago, IL",12/20/23 8:31 PM,12/20/23 9:00 AM to 8:00 PM,Secured bicycle taken from bike rack,Open,23-01244,41.79148537051799,-87.59815254349274,,2023-12-20
Battery,"5700 S. Maryland, Chicago, IL",12/21/23 2:52 PM,12/15/23 7:00 PM,Battery of patient documented,Open,23-01247,41.79039920081431,-87.6050172122317,,2023-12-21
Information / Theft,"1554 E. 55th St., Chicago, IL",12/26/23 10:04 AM,12/26/23 10:00 AM,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2023-045991,41.7952934540188,-87.588744563006,,2023-12-26
Information / Theft,"5604 S. Woodlawn, Chicago, IL",12/26/23 2:55 PM,12/26/23 2:10 PM to 2:30 PM,Unknown person(s) broke window of work van parked on the street and took worker's tools / Referred to CPD,Referred,2023-046023,41.79316446258406,-87.59657361414423,,2023-12-26
Theft,"5815 S. Maryland, Chicago, IL",12/26/23 4:57 PM,12/23/23 6:00 PM to 6:02 PM,"Unattended, unsecured bag left on a bench was taken by unknown person",Open,23-01264,41.78922352372791,-87.60487504097614,,2023-12-26
Theft,"924 E. 61st St., Chicago, IL",12/27/23 4:16 PM,12/22/23 to 12/27/23 2:00 PM to 10:00 AM,Package left on exterior steps of apartment building was taken by unknown person,Open,23-01268,41.78414479645238,-87.6034523775599,,2023-12-27
Theft,"1554 E. 55th St., Chicago, IL",12/28/23 11:15 AM,12/28/23 11:15 AM,A subject took merchandise from the store without paying / UCPD officers located and detained the subject / Stolen items returned to the store / Management declined prosecution,Ex. Cleared,23-01270,41.7952934540188,-87.588744563006,,2023-12-28
Battery,"5656 S. Maryland, Chicago, IL",12/28/23 10:44 PM,12/28/23 10:44 PM,A disturbed patient struck a UCM staff member several times and was arrested by UCPD officer,Arrest,23-01274,41.7921342041933,-87.60503296834287,,2023-12-28
Information / Aggravated Assault,"5252 S. Cornell, Chicago, IL",12/29/23 5:46 PM,12/29/23 5:45 PM,Two individuals sitting in their vehicle were approached by three unknown subjects armed with handguns / Shots were exchanged between the groups and suspects fled / Damage to victim's vehicle / No injuries reported / CPD case JG558959,CPD,2023-046409,41.8002799963063,-87.58583101405014,,2023-12-29
Information / Theft,"1554 E. 55th St., Chicago, IL",12/30/23 8:12 AM,12/30/23 8:00 AM,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2023-046501,41.7952934540188,-87.588744563006,,2023-12-30
Assault,"5656 S. Maryland, Chicago, IL",12/31/23 4:32 PM,12/31/23 4:32 PM,One visitor threw a cup of water at another visitor / Suspect was arrested by UCPD officer,Arrest,23-01282,41.7921342041933,-87.60503296834287,,2023-12-31
Theft,"5780 S. Cottage Grove, Chicago, IL",1/1/24 12:43 PM,1/1/24 12:43 PM,A subject took a jacket from a parked vehicle / Suspect located and detained by UCPD officers / Victim retrieved jacket and declined prosecution,Ex. Cleared,24-00002,41.78918663237306,-87.60618854551052,,2024-01-01
Information / Theft,"1228 E. 53rd St., Chicago, IL",1/2/24 7:07 AM,1/2/24 7:00 AM,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2024-000142,41.79951602876639,-87.59614963880938,,2024-01-02
Information / Theft,"5400 S. Cornell, Chicago, IL",1/2/24 7:29 AM,1/2/24 4:30 AM to 6:00 AM,Three bicycles taken from basement storage area of off-campus private apartment building / Referred to CPD,Referred,2024-000146,41.79806661974976,-87.58555842356571,,2024-01-02
Theft,"1156 E. 61st St., Chicago, IL",1/2/24 3:55 PM,12/7/23 to 1/2/24 1:00 PM to 3:00 PM,Unsecured bicycle taken from bike rack,Open,24-00007,41.78420790800237,-87.59744739983933,,2024-01-02
Information / Theft,"850 E. 63rd St., Chicago, IL",1/3/24 10:01 AM,1/3/24 9:10 AM,Victim pumping gas when an unknown suspect opened the car door and took victim's purse before fleeing to a waiting vehicle / CPD case JH102796,CPD,2024-000289,41.78049084255633,-87.60423327053616,,2024-01-03
Theft,"1554 E. 55th St., Chicago, IL",1/3/24 1:19 PM,1/3/24 1:19 PM,A subject took merchandise from the off-campus store without paying / The suspect was located and detained by UCPD officer / The merchandise was returned to the store / Management declined prosecution,Ex. Cleared,24-00008,41.7952934540188,-87.588744563006,,2024-01-03
Information / Attempt Theft,"3745 S. Ellis, Chicago, IL",1/3/24 3:04 PM,1/3/24 3:00 PM,"Two unknown suspects took power tools from victim's vehicle, but fled without property when confronted by victim / Referred to CPD",Referred,2024-000321,41.82726672449445,-87.60691332782807,,2024-01-03
Information / Theft from Motor Vehicle,"1350 E. Madison Park, Chicago, IL",1/4/24 7:55 PM,1/3/24 to 1/4/24 3:30 PM to 8:10 AM,Catalytic converter taken from vehicle parked on the street off-campus / Referred to CPD,Referred,2024-000514,41.803254270675325,-87.5954540635799,,2024-01-04
Information / Armed Robbery,"5415 S. Dorchester, Chicago, IL",1/5/24 1:07 PM,1/5/24 1:00 PM,"Two unknown suspects, armed with handguns, took a book bag from a victim walking on the sidewalk off-campus before fleeing to a waiting grey vehicle / CPD case",CPD,2024-000620,41.79759063625505,-87.59166271101697,,2024-01-05
Theft,"5700 S. Maryland, Chicago, IL",1/5/24 8:19 PM,1/5/24 8:15 PM,A person consumed food in the caf� without paying / Suspect detained and released after management declined prosecution,Ex. Cleared,24-00013,41.79039920081431,-87.6050172122317,,2024-01-05
Information / Theft,"1554 E. 55th St., Chicago, IL",1/6/24 11:39 AM,1/6/24 11:20 AM,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2024-000760,41.7952934540188,-87.588744563006,,2024-01-06
Assault,"5428 S. Lake Park, Chicago, IL",1/6/24 2:36 PM,1/6/24 2:20 PM,A customer caused a disturbance and threatened employees and another customer placing them in fear for their safety / Suspect arrested by UCPD officers,Arrest,24-00016,41.797604441125145,-87.58733557522055,,2024-01-06
Information / Armed Robbery,"1305 E. 50th St., Chicago, IL",1/6/24 11:20 PM,1/6/24 10:45 PM,Four unknown suspects armed with handguns took property from two people walking on the sidewalk off-campus / Suspects fled to a waiting red Mazda and drove off / CPD case JH107204,CPD,2024-000838,41.80415108356988,-87.59409526730269,,2024-01-06
Information / Attempt Armed Robbery,"5421 S. Woodlawn, Chicago, IL",1/6/24 11:45 PM,1/6/24 11:43 PM,"Two victims walking on the sidewalk off-campus were confronted by two unknown suspects, one armed with a handgun / Suspects searched victims but did not take any property / Suspects fled on foot / Referred to CPD",Referred,2024-000843,41.7971349636951,-87.59651445635978,,2024-01-06
Information / Armed Robbery,"5400S. Ingleside, Chicago, IL",1/7/24 12:19 AM,1/7/24 12:10 AM,Person walking off-campus was approached by 4-5 unknown suspects armed with handguns / The suspects took property from the victim before fleeing to a waiting white minivan / CPD case JH187251,CPD,2024-000849,41.79785954405668,-87.60286981061756,,2024-01-07
Information / Theft,"5339 S. Ellis, Chicago, IL",1/7/24 3:15 PM,1/6/24 to 1/7/24 7:00 PM to 2:15 PM,License plate taken from a vehicle parked on the street off-campus / Referred to CPD,Referred,2024-000903,41.79882234042549,-87.6012136085721,,2024-01-07
Information / Motor Vehicle Theft,"1371 E. 50th St., Chicago, IL",1/8/24 12:14 PM,1/8/2024  12:00 PM to 12: 10 pm,2014 Hyundai Elantra parked on the street off-campus was taken by unknown person(s) / Referred to CPD,Referred,2024-001020,41.80416986130018,-87.59242702991395,,2024-01-08
Information / Theft,"6200 S. Dorchester, Chicago, IL",1/8/24 12:45 PM,1/3/24 to 1/6/24 9:00 AM to 12:00 PM,Secured bicycle taken from rear porch of off-campus private apartment building / Referred to CPD,Referred,2024-001025,41.78232580703303,-87.59146716225155,,2024-01-08
Theft,"5700 S. Maryland, Chicago, IL",1/8/24 3:54 PM,1/8/24 3:54 PM,Suspect took cash from victim / Suspect located and detained by UCPD officers / Victim declined prosecution,Ex. Cleared,24-00021,41.79039920081431,-87.6050172122317,,2024-01-08
Theft,"1155 E. 57th St., Chicago, IL",1/9/24 10:12 AM,1/5/24 to 1/8/24 8:00 PM to 3:00 PM,24-prepared portions of food taken from the kitchen,Open,24-00023,41.79137186379967,-87.59784005190477,,2024-01-09
Information / Theft from Motor Vehicle,"6104 S. Woodlawn, Chicago, IL",1/11/24 11:19 AM,1/10/24 to 1/11/24 2:00 PM to 11:15 AM,Tire taken from vehicle parked on the street off-campus / CPD case,CPD,2024-001439,41.78403791424444,-87.59636141545701,,2024-01-11
Information / Theft from Person,"1606 E. Hyde Park, Chicago, IL",1/11/24 3:59 PM,1/11/24 3:55 PM,Unknown suspect snatched a cell phone from the hand of a person standing at a bus stop off-campus / Suspect fled to a waiting white vehicle / Referred to CPD,Referred,2024-001463,41.80255350197075,-87.5863048754477,,2024-01-11
Information / Battery,"5500 S. Hyde Park, Chicago, IL",1/12/24 7:44 PM,1/12/24 7:40 PM,A person standing on the street off-campus was struck by another person who entered a tow truck and fled the scene / CPD case JH114010,CPD,2024-001628,41.79516892526385,-87.58402434617642,,2024-01-12
Theft,"5815 S. Maryland, Chicago, IL",1/13/24 2:21 PM,1/7/24 to 1/13/24 7:0 PM to 2:20 PM,Two cell phones and a jacket taken from person's property,Open,24-00044,41.78922352372791,-87.60487504097614,,2024-01-13
Theft,"1346 E. 53rd St., Chicago, IL",1/13/24 4:18 PM,1/13/24 4:28 PM,Suspect took property from the off-campus store without paying / Suspect arrested by UCPD,Arrest,24-00045,41.79955044222373,-87.59306282398296,,2024-01-13
Information / Theft,"1346 E. 53rd St., Chicago, IL",1/13/24 6:59 PM,1/13/24 6:50 PM,Unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,2024-001779,41.79955044222373,-87.59306282398296,,2024-01-13
Battery,"5656 S. Maryland, Chicago, IL",1/15/24 1:10 PM,1/14/24 4:00 PM,A person reported they were grabbed by the arm by a staff member,Open,24-00051,41.7921342041933,-87.60503296834287,,2024-01-15
Information / Aggravated Battery,"822 E. 47th St., Chicago, IL",1/15/24 7:50 PM,1/15/24 7:40 PM,CPD and UCPD officers responded to calls of a person shot / Victim suffered gunshot wounds and was transported to UCMED by CFD EMS / CPD case,CPD,2024-002058,41.8096034524965,-87.60564627488156,,2024-01-15
Information / Attempt Robbery,"1373 E. 61st St., Chicago, IL",1/16/24 5:38 PM,1/16/24 4:30 PM,A person walking in the alley was confronted by an unknown suspect who struck the victim and attempted to take the victim's cell phone / Suspect fled without taking property Referred to CPD,Referred,2024-002174,41.78413746719042,-87.59334571466496,,2024-01-16
Theft of Motor Vehicle,"1141 E. 56th St., Chicago, IL",1/16/24 8:24 PM,1/16/24 8:05 PM,2021 Kia Forte parked on the street was taken by unknown person,Open,24-00057,41.793189863495854,-87.59799585022228,,2024-01-16
Information / Armed Robbery,"5425 S. Dorchester, Chicago, IL",1/17/24 7:03 PM,1/17/24 7:00 PM,A person walking on the sidewalk off-campus was approached by an unknown suspect who was armed with a handgun / The suspect took a cell phone and backpack before fleeing on foot / CPD case JH118840,CPD,2024-002334,41.79730700133666,-87.59165692257801,,2024-01-17
Information / Theft,"1554 E. 55th St., Chicago, IL",1/19/24 7:40 AM,1/19/24 7:30 AM,Known suspect took merchandise from the off-campus store without paying / Referred to CPD,Referred,2024-002575,41.7952934540188,-87.588744563006,,2024-01-19
Assault,"1414 E. 59th St., Chicago, IL",1/19/24 1:57 PM,1/19/24 1:57 PM,Verbal dispute between staff member and delivery person documented,Closed,24-00067,41.787915179915785,-87.59109313855436,,2024-01-19
Motor Vehicle Theft,"6000 S. Stony Island, Chicago, IL",1/22/24 2:32 PM,1/22/24 8:30 AM to 8:45 AM,A 2024 Infiniti SUV was taken from the parking lot,Open,24-00071,41.78550276264082,-87.58665660637627,,2024-01-22
Theft,"5706 S. University, Chicago, IL",1/22/24 3:52 PM,1/22/24 3:20 PM to 3:25 PM,"Unattended, unsecured purse placed on the floor was taken by unknown person",Open,24-00072,41.79131921399244,-87.59814844683416,,2024-01-22
Theft,"5706 S. University, Chicago, IL",1/22/24 4:16 PM,1/22/24 1:30 PM to 3:55 PM,"Credit cards and ID taken from unattended, unsecured coat left on a chair",Open,24-00074,41.79131921399244,-87.59814844683416,,2024-01-22
Assault,"1055 E. 55th St., Chicago, IL",1/22/24 10:19 PM,1/22/24 10:19 PM,"A subject menaced a UCPD officer, placing the officer in fear of receiving a battery / Suspect arrested and charged with felony assault",Arrest,24-00077,41.79496369680078,-87.60047085828853,,2024-01-22
Theft,"1554 E. 55th St., Chicago, IL",1/23/24 8:20 AM,1/23/24 8:15 AM,A subject took merchandise from the off-campus store without paying / A UCPD officer located and arrested the subject / Property returned to the merchant,Arrest,24-00078,41.7952934540188,-87.588744563006,,2024-01-23
Theft,"6031 S. Ellis, Chicago, IL",1/23/24 5:45 PM,1/22/24 1:30 PM to 5:30 PM,"Victim placed clothes in dryer in the laundry room / Upon return, owner found a winter coat had been taken",Open,24-00082,41.78535247451697,-87.60110174010714,,2024-01-23
Theft,"1440 E. 57th St., Chicago, IL",1/23/24 7:13 PM,1/23/24 7:13 PM,"A subject consumed food in the restaurant, but refused to pay and walked out / Suspect was detained by UCPD officer and again refused to pay / Suspect arrested",Arrest,24-00083,41.79156745473756,-87.59015724042729,,2024-01-23
Motor Vehicle Theft,"929 E. 57th St., Chicago, IL",1/24/24 12:40 AM,1/23/24 4:00 PM to 10:30 PM,A parked 2020 Hyundai Elantra was taken by unknown person(s),Open,24-00085,41.79131786409539,-87.60301029502915,,2024-01-24
Information / Theft,"1554 E. 55th St., Chicago, IL",1/24/24 2:53 PM,1/24/24 2:50 PM,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,2024-003250,41.7952934540188,-87.588744563006,,2024-01-24
